Price,Close,High,Low,Open,Volume
Ticker,SAHOL.IS,SAHOL.IS,SAHOL.IS,SAHOL.IS,SAHOL.IS
Date,,,,,
2020-01-02,7.76287317276001,7.762873172760009,7.4800157188478495,7.511444324838089,9887484
2020-01-03,7.574302673339844,7.77073167758221,7.558587993328205,7.72358838686448,6741165
2020-01-06,7.3935866355896,7.542873078962882,7.346444100336943,7.495729794393138,5765204
2020-01-07,7.425015926361084,7.503587824778153,7.393587316857688,7.472159215274757,4493320
2020-01-08,7.566444396972656,7.582158325722482,7.385729345788561,7.425015291638764,5968134
2020-01-09,7.9750165939331055,7.99073127260761,7.668587852951494,7.676445192288746,10178963
2020-01-10,8.085017204284668,8.171445690193115,7.912159483150641,7.982874039492613,8690498
2020-01-13,8.155731201171875,8.202873735954622,8.077159310777859,8.155731201171875,9491040
2020-01-14,8.14787483215332,8.210732052223927,8.092874951920832,8.132160901794254,11578221
2020-01-15,8.250017166137695,8.454303485325779,8.195017291478248,8.21073122024505,22886708
2020-01-16,8.250017166137695,8.31287437983909,8.195017291478248,8.226445898328945,23753820
2020-01-17,8.28144645690918,8.336446336110775,8.195017968261363,8.305017726664556,13184504
2020-01-20,8.202873229980469,8.32858839671988,8.163588036523752,8.297159792364285,16455820
2020-01-21,8.265732765197754,8.281446695715418,8.132160983870314,8.171446184823063,12348665
2020-01-22,8.155731201171875,8.273588287445822,8.14001652336624,8.250017020054448,8967993
2020-01-23,8.155731201171875,8.265731697860083,8.14001652336624,8.17144512966043,9457417
2020-01-24,8.037874221801758,8.257875238613408,7.951445732615355,8.242160559133794,10702156
2020-01-27,7.9435882568359375,8.030017493859338,7.927874326942594,7.967160275651672,5677709
2020-01-28,7.85715913772583,7.990730903012536,7.82573053114761,7.975016225064882,7354990
2020-01-29,7.778587341308594,7.912159108221236,7.747158734347801,7.888587840329916,6326009
2020-01-30,7.802159309387207,7.833587916150096,7.684301472038557,7.73930209586143,9971769
2020-01-31,7.692159175872803,7.904302843571405,7.660730567619357,7.825730948279228,10542611
2020-02-03,7.6528730392456055,7.707873664318787,7.590015824290918,7.707873664318787,9254057
2020-02-04,8.045731544494629,8.053588884217788,7.723588109016663,7.739302788462982,23752996
2020-02-05,8.171446800231934,8.289304659917834,7.9907324644243465,8.069304370881614,29755697
2020-02-06,8.155731201171875,8.265731697860083,8.124302594877685,8.234302342248812,12002755
2020-02-07,7.959303379058838,8.218589605926539,7.959303379058839,8.171446314988234,9255776
2020-02-10,7.817873477935791,8.05358841054693,7.73144499401579,7.920016640377854,17944871
2020-02-11,7.998589038848877,8.069303598024108,7.770731431127109,7.865017260255031,14787532
2020-02-12,7.880730152130127,8.053587857415131,7.880730152130127,8.006444574403925,20309817
2020-02-13,7.865017414093018,7.927874634741106,7.825731463858669,7.8885886845067565,13402489
2020-02-14,7.841444492340088,7.9278737227769085,7.802159295941995,7.896445116068181,9827688
2020-02-17,7.8728742599487305,7.8964455288832776,7.810016293928058,7.880730850048827,7191851
2020-02-18,7.778587341308594,7.849301894299651,7.747158734347801,7.849301894299651,6538780
2020-02-19,7.676445007324219,7.825730704549349,7.621444382605821,7.794302097274737,10054181
2020-02-20,7.53501558303833,7.707873290437566,7.487872299450512,7.707873290437566,16409540
2020-02-21,7.542873859405518,7.621445009395204,7.495730569957973,7.527159179817281,7382552
2020-02-24,7.354299545288086,7.440728761993538,7.2600137401414795,7.385728147003622,10585321
2020-02-25,7.2993011474609375,7.519301403710423,7.2364439313896565,7.448586848300951,12684170
2020-02-26,7.362157821655273,7.393586427377675,7.181443526080735,7.228586060005803,9475844
2020-02-27,7.071444034576416,7.338587595773384,7.04001542439543,7.291444305843319,12169762
2020-02-28,6.592157363891602,6.867157508216459,6.568585344904811,6.702157121894684,12977352
2020-03-02,7.008586406707764,7.0793009628326535,6.780728808814855,6.788586148232539,18265741
2020-03-03,7.126442909240723,7.307157954263228,7.079300375281507,7.079300375281507,10830141
2020-03-04,7.472158432006836,7.6135867852883345,7.181443637245267,7.197157565691176,15374922
2020-03-05,7.511445045471191,7.739302648089906,7.456444417723816,7.5743022634820685,9522450
2020-03-06,7.2678728103637695,7.542873702915204,7.1264436942725,7.425015856400097,7096884
2020-03-09,7.118587493896484,7.165730035631155,6.851443926342714,7.055729522721605,10694368
2020-03-10,7.173587322235107,7.377873666408848,7.157872642229196,7.25215847431311,11393344
2020-03-11,7.173587322235107,7.173587322235107,7.173587322235107,7.173587322235107,0
2020-03-12,6.81215763092041,6.961443337955034,6.537156737209551,6.8750148495999515,10888530
2020-03-13,6.9221577644348145,7.04787219500465,6.717871440100277,6.835728531430219,14242078
2020-03-16,6.21501350402832,6.592157577552032,6.21501350402832,6.592157577552032,8647790
2020-03-17,6.207155704498291,6.2857272198142615,5.602154474577509,6.2857272198142615,8302125
2020-03-18,5.892869472503662,6.450727812540026,5.892869472503662,6.128584401267229,8385842
2020-03-19,5.987155437469482,6.0028697414526615,5.641440375180991,5.759297842384112,11242991
2020-03-20,6.034298419952393,6.207156140446408,5.947869934363949,6.089298671865682,8282369
2020-03-23,5.75144100189209,6.002869871051153,5.578583279686666,5.759297966724027,5142484
2020-03-24,5.971441745758057,6.057870613856658,5.806441349687361,5.995013391478984,8162384
2020-03-25,5.9950127601623535,6.144298834917765,5.940012509044498,6.050012636621649,9447611
2020-03-26,6.207155704498291,6.387870377054292,5.979298122752707,6.002869390018229,10331790
2020-03-27,5.900726795196533,6.2150128664609285,5.8928694560856485,6.199298562897709,4826781
2020-03-30,5.822154998779297,5.9085838571322356,5.790726391134329,5.900726892550272,5252485
2020-03-31,5.908584117889404,5.947870066508656,5.814298290793487,5.908584117889404,9059128
2020-04-01,5.83462381362915,5.900365991969084,5.768881635289218,5.83462381362915,8198852
2020-04-02,5.9989800453186035,6.015415590982998,5.859277711244095,5.900366379477921,7445533
2020-04-03,6.023632526397705,6.122245789882191,6.007196982483624,6.072939158139948,5964493
2020-04-06,6.220859527587891,6.237295071719585,6.105810326811745,6.155116959206829,7998594
2020-04-07,6.335908889770508,6.524917859716678,6.2948198299261735,6.344126466626785,10865853
2020-04-08,6.16333532333374,6.294819684838148,6.155117354812561,6.245513049273995,8934715
2020-04-09,6.245512962341309,6.26194850730059,6.138681724178832,6.245512962341309,18149479
2020-04-10,6.3194732666015625,6.352344357331653,6.220859994411294,6.26194866189675,11479713
2020-04-13,6.2537312507629395,6.319473433964211,6.196206644534666,6.229077736135302,11218492
2020-04-14,6.368779182434082,6.393432693620672,6.28660146490256,6.3030370084088645,16029436
2020-04-15,6.278384208679199,6.442740054221063,6.212642027204177,6.4180865402407745,10697493
2020-04-16,6.3194732666015625,6.32769084335693,6.163335389706481,6.229077571166661,9924521
2020-04-17,6.409868240356445,6.46739244673036,6.360561217958423,6.39343269684186,7901629
2020-04-20,6.360561847686768,6.4591755103918045,6.32769075740319,6.450957541893758,8892588
2020-04-21,6.2290778160095215,6.335909061008624,6.212642269998454,6.327691092075927,11216753
2020-04-22,6.270166397094727,6.319473031354384,6.245512884037749,6.261948428790969,8147126
2020-04-24,6.434521198272705,6.549569999988471,6.212641170465172,6.261947799771929,15032469
2020-04-27,6.615313529968262,6.705708834299606,6.5495709561077655,6.5577889247856955,11280564
2020-04-28,6.566006660461426,6.6481847818116115,6.533135568663081,6.623531658890014,7763264
2020-04-29,6.656402587890625,6.672837741533514,6.5331354088801294,6.549570954377333,7937194
2020-04-30,6.722144603729248,6.763232878675213,6.508482125692355,6.681055545074675,12969080
2020-05-04,6.590660572052002,6.67283790975539,6.516700027668575,6.67283790975539,7526374
2020-05-05,6.533135414123535,6.664619778206688,6.4756112007643125,6.639966655868254,7357689
2020-05-06,6.574224472045898,6.623531500418039,6.467393230330117,6.549570957859828,6604791
2020-05-07,6.590660572052002,6.6646199408724565,6.524917996551508,6.582442603169069,5958129
2020-05-08,6.566006660461426,6.639966812934864,6.524917991640656,6.6153136900132665,6881404
2020-05-11,6.672837734222412,6.722144762514312,6.590660398680748,6.60709555230563,10882194
2020-05-12,6.787886142730713,6.845410349186699,6.6728369461102055,6.705708033186275,12637146
2020-05-13,6.74679708480835,6.8207572266221055,6.713925997747629,6.779668171869071,4641934
2020-05-14,6.722144603729248,6.878282086166296,6.639966486420102,6.689273513547311,7059235
2020-05-15,6.689273357391357,6.812539746768909,6.631748363134388,6.804321778488115,6933532
2020-05-18,6.837192058563232,6.902934229610302,6.7796678548241704,6.7796678548241704,8296105
2020-05-20,6.886499881744385,6.96046002872403,6.828975671297369,6.878281913478071,9801589
2020-05-21,6.886499881744385,6.944024092191402,6.8371928558550925,6.861846760654034,4583391
2020-05-22,6.9358062744140625,6.976895332928567,6.870064094274297,6.902935184344179,4621949
2020-05-27,7.067291736602783,7.14125110480854,7.026202676238268,7.059073767788152,7358494
2020-05-28,7.034420490264893,7.141250947669796,7.017984552997292,7.091944703284244,7047639
2020-05-29,6.92758846282959,7.042636875809627,6.902934559726552,7.026201724116137,8444157
2020-06-01,6.9604597091674805,6.985112829126001,6.8864995655833665,6.902934717652863,9454163
2020-06-02,7.379566669464111,7.420655729578023,7.001549510800309,7.001549510800309,29698312
2020-06-03,7.41243839263916,7.617882905290464,7.3138243369029485,7.437091514718903,16066348
2020-06-04,7.387784004211426,7.585010535381921,7.35491291568301,7.44530899691758,10452826
2020-06-05,7.4863972663879395,7.502833202498949,7.354912912334145,7.478180082041004,7388528
2020-06-08,7.420655250549316,7.52748648646571,7.387784161321856,7.502833365472261,7877335
2020-06-09,7.4288740158081055,7.502834170432033,7.363131830299875,7.494616201316337,5567853
2020-06-10,7.4288740158081055,7.48639823220064,7.387784953938294,7.4288740158081055,6703527
2020-06-11,7.354912281036377,7.420654452420394,7.31382322799424,7.379565399378258,5558180
2020-06-12,7.478179931640625,7.535704139455097,7.272735436636306,7.313823708670327,13682784
2020-06-15,7.461744785308838,7.46996275406852,7.3713494800782415,7.437091662738427,10572359
2020-06-16,7.453526496887207,7.585010856568564,7.445309312188574,7.519268676727886,10499493
2020-06-17,7.396001815795898,7.494615079294817,7.379565880025135,7.469961959347225,9232117
2020-06-18,7.478179931640625,7.543922107345322,7.379565884375025,7.412437755935927,14673487
2020-06-19,7.552140235900879,7.6343183576621705,7.461744928930378,7.552140235900879,21094181
2020-06-22,7.617883205413818,7.6589714825959465,7.560358206683267,7.626100390625053,16391201
2020-06-23,7.5932297706604,7.691843052703025,7.568576646076919,7.642536803536062,9010648
2020-06-24,7.469963073730469,7.576794321052057,7.445309950105078,7.576794321052057,6986485
2020-06-25,7.461744785308838,7.511051814158296,7.3713494800782415,7.396002602648652,9218991
2020-06-26,7.511051654815674,7.543922745448426,7.469962595597579,7.5274868082777395,5989825
2020-06-29,7.535705089569092,7.617883211415392,7.453526967722791,7.478180874501873,14285780
2020-06-30,7.617883205413818,7.6589714825959465,7.552140237763381,7.576794144523039,15578103
2020-07-01,7.535705089569092,7.667189457556251,7.494616028645941,7.626100396633101,13588343
2020-07-02,7.658970832824707,7.708277858452266,7.552139597055483,7.568575533500864,12597411
2020-07-03,7.4863972663879395,7.650753492663753,7.453526177874491,7.642535524608248,11442066
2020-07-06,7.5932297706604,7.650754772966789,7.543923521493438,7.576794615507646,10868184
2020-07-07,7.576793670654297,7.634317882078511,7.519268675521481,7.609664760569363,14307659
2020-07-08,7.617883205413818,7.732931635457619,7.552140237763381,7.5685761756031535,18290965
2020-07-09,7.634317874908447,7.782238171241617,7.585010848227856,7.6425358433066455,23000548
2020-07-10,7.511051654815674,7.609664926713929,7.44530947355017,7.593228989543244,15337322
