Price,Close,High,Low,Open,Volume,Returns,Z_Score,Date
Ticker,THYAO.IS,THYAO.IS,THYAO.IS,THYAO.IS,THYAO.IS,,,
Date,,,,,,,,
2021-12-16,25.1200008392334,25.1200008392334,23.31999969482422,23.81999969482422,151817462,0.06751539954497209,2.3953444668241155,2021-12-16
2021-12-01,18.40999984741211,18.809999465942383,17.40999984741211,17.450000762939453,190881208,0.06682252783197122,2.369970694256291,2021-12-01
2022-08-16,67.8499984741211,68.05000305175781,61.70000076293945,63.70000076293945,144211535,0.0646859174376046,2.2917255224655344,2022-08-16
2024-08-07,298.0,300.0,282.5,282.5,41782573,0.0640911939102507,2.269946051258007,2024-08-07
2021-03-24,13.010000228881836,13.010000228881836,12.210000038146973,12.25,66235579,0.06346301887032238,2.2469415465324616,2021-03-24
2023-06-22,180.3000030517578,181.8000030517578,169.3000030517578,169.8000030517578,71946773,0.06235940094751671,2.206525767320227,2023-06-22
2023-02-27,143.39999389648438,143.39999389648438,133.5,135.0,52423380,0.06036310716421921,2.1334191539522633,2023-02-27
2021-11-23,18.719999313354492,18.790000915527344,17.3799991607666,17.600000381469727,152209934,0.059990485562461296,2.119773315048097,2021-11-23
2021-12-08,20.3799991607666,20.6200008392334,19.299999237060547,19.299999237060547,251748495,0.05964366784514917,2.1070724445746056,2021-12-08
2023-05-26,142.3000030517578,143.60000610351562,134.5,134.6999969482422,56003626,0.05935169073946069,2.096379901444703,2023-05-26
2023-04-04,128.10000610351562,128.6999969482422,120.19999694824219,120.80000305175781,39989705,0.05867494578556948,2.071596709658611,2023-04-04
2025-03-24,303.0,305.75,291.5,294.75,55342576,0.05861550283444914,2.069419839259392,2025-03-24
2023-02-03,142.6999969482422,143.39999389648438,133.1999969482422,134.60000610351562,77657983,0.05843704054075088,2.0628843413205025,2023-02-03
2022-02-07,28.260000228881836,28.260000228881836,26.18000030517578,26.700000762939453,149073076,0.05828307632844053,2.0572459917769383,2022-02-07
2024-11-25,296.25,300.25,281.0,281.5,61855170,0.0582013998541871,2.054254903754493,2024-11-25
2020-03-26,9.260000228881836,9.3100004196167,8.670000076293945,8.75,162117514,0.05779390989575801,2.0393321448442308,2020-03-26
2024-04-05,307.25,307.5,293.75,294.0,55059738,0.05778082546562447,2.038852977708153,2024-04-05
2023-08-04,248.8000030517578,251.1999969482422,234.89999389648438,235.5,61516392,0.057063858986772874,2.0125968266317247,2023-08-04
2022-09-13,71.0999984741211,78.5999984741211,71.0999984741211,75.5999984741211,140870201,-0.05273386848318732,-2.008324381452388,2022-09-13
2023-01-10,131.1999969482422,138.39999389648438,131.1999969482422,138.10000610351562,53114168,-0.05342514583338257,-2.0336397665893773,2023-01-10
2021-12-22,18.8799991607666,20.559999465942383,18.5,19.799999237060547,123793952,-0.05412303327065352,-2.0591972208467615,2021-12-22
