Price,Close,High,Low,Open,Volume
Ticker,EKGYO.IS,EKGYO.IS,EKGYO.IS,EKGYO.IS,EKGYO.IS
Date,,,,,
2020-01-02,1.3263001441955566,1.3441028136029152,1.29069480538084,1.3084974747881983,168494610
2020-01-03,1.2906948328018188,1.3352015072657648,1.2728920569039583,1.3263001723729757,246103134
2020-01-06,1.2550894021987915,1.2906948483100442,1.246188067199049,1.2817935133103018,118543682
2020-01-07,1.2639906406402588,1.272891974960014,1.2550893063205038,1.2639906406402588,118132968
2020-01-08,1.2372866868972778,1.2550893562449355,1.228385352223449,1.2461880215711065,127777493
2020-01-09,1.3084975481033325,1.3084975481033325,1.263990765978941,1.2728921011813623,415198571
2020-01-10,1.3441027402877808,1.3530040745059297,1.3173987376333338,1.3173987376333338,246917252
2020-01-13,1.3975108861923218,1.415313555067898,1.3797081112044691,1.3797081112044691,305978088
2020-01-14,1.4064123630523682,1.415313698391562,1.3797082509224992,1.415313698391562,226288237
2020-01-15,1.4687215089797974,1.477622843098102,1.3886093958027836,1.397510836033361,501946315
2020-01-16,1.4776229858398438,1.5132284318649019,1.4598203158834562,1.4776229858398438,344563833
2020-01-17,1.45982027053833,1.4954256093451275,1.4420176011349315,1.4865242746434282,192975329
2020-01-20,1.4954257011413574,1.4954257011413574,1.4687216953970426,1.4776230306451477,111505330
2020-01-21,1.5399324893951416,1.548833824677356,1.4776230363073526,1.4865243715895673,255401253
2020-01-22,1.513228416442871,1.5488337559927752,1.504327081555395,1.5488337559927752,133789660
2020-01-23,1.4776229858398438,1.5310311018212894,1.46872165086165,1.5132284318649019,177416435
2020-01-24,1.4865243434906006,1.495425678604558,1.4420176679208132,1.4865243434906006,209148720
2020-01-27,1.4687215089797974,1.495425511334711,1.4598201748614927,1.4687215089797974,116846957
2020-01-28,1.4776229858398438,1.4865243208180374,1.4509189809052625,1.4776229858398438,135609878
2020-01-29,1.4865243434906006,1.5043271198308004,1.477623008376643,1.4865243434906006,91300121
2020-01-30,1.4687215089797974,1.4865241772164064,1.4598201748614927,1.4865241772164064,163100360
2020-01-31,1.4776229858398438,1.4954256557962313,1.46872165086165,1.4776229858398438,77801627
2020-02-03,1.4954257011413574,1.5043271425017488,1.4776230306451477,1.4865243658932525,125167315
2020-02-04,1.5310310125350952,1.5399323469941837,1.5132283436169183,1.5221296780760067,92638711
2020-02-05,1.5488338470458984,1.5755378532782065,1.5310311762243598,1.5310311762243598,276187287
2020-02-06,1.5310310125350952,1.5755376848305376,1.5310310125350952,1.566636350371449,150648839
2020-02-07,1.5043271780014038,1.5399325198340512,1.4865244009727911,1.5399325198340512,114333601
2020-02-10,1.45982027053833,1.513228384860806,1.433116266433232,1.4954256093451275,249752408
2020-02-11,1.45982027053833,1.4776229399417289,1.4242149317315327,1.4776229399417289,222306475
2020-02-12,1.4687215089797974,1.495425511334711,1.4420175066248837,1.4598201748614927,265888873
2020-02-13,1.4776229858398438,1.4776229858398438,1.4598203158834562,1.46872165086165,81984937
2020-02-14,1.4776229858398438,1.4954256557962313,1.4598203158834562,1.4776229858398438,90969024
2020-02-17,1.4865243434906006,1.495425678604558,1.4687216732626858,1.4865243434906006,97388067
2020-02-18,1.4509189128875732,1.4776229165702965,1.4420175783266656,1.4687215820093888,269157578
2020-02-19,1.4509189128875732,1.4687215820093888,1.4331162437657579,1.459820247448481,119245384
2020-02-20,1.361905574798584,1.4509190339468931,1.3352015688877774,1.4509190339468931,262153325
2020-02-21,1.3708069324493408,1.3886096033467679,1.3263002552057734,1.3441029261032005,241954204
2020-02-24,1.3530040979385376,1.3530040979385376,1.3173987604492947,1.3441027635662268,95576182
2020-02-25,1.3441027402877808,1.3797080771603765,1.3352014060696318,1.3619054087240785,83665758
2020-02-26,1.3441027402877808,1.3530040745059297,1.3173987376333338,1.3352014060696318,108066369
2020-02-27,1.3084975481033325,1.3797082297227015,1.3084975481033325,1.3441028889130169,254352357
2020-02-28,1.2372866868972778,1.272892025592593,1.0859638913299086,1.1215692300252238,168250691
2020-03-02,1.2728919982910156,1.2906947733691105,1.2461879948422891,1.2639906638081067,111014273
2020-03-03,1.317399024963379,1.3263003611229451,1.29069501648468,1.29069501648468,77635879
2020-03-04,1.317399024963379,1.353004369601644,1.3084976888038127,1.3263003611229451,145551936
2020-03-05,1.3263001441955566,1.335201478899236,1.3084974747881983,1.3263001441955566,59959764
2020-03-06,1.281793475151062,1.3173988140900537,1.263990699569286,1.299596144620558,91739935
2020-03-09,1.2194839715957642,1.2550893089493622,1.1660758594530916,1.2550893089493622,76406902
2020-03-10,1.148273229598999,1.2728920206621845,1.1393718949596487,1.246188016744133,109038249
2020-03-11,1.148273229598999,1.148273229598999,1.148273229598999,1.148273229598999,0
2020-03-12,1.0236544609069824,1.0681612411886747,1.0147531260731002,1.0503584654086289,100542267
2020-03-13,1.0592600107192993,1.0948653535628752,0.9880492189198559,1.0236545617634316,148747858
2020-03-16,1.0058517456054688,1.041457083325645,0.9791477423153365,1.0236544144655568,89473190
2020-03-17,0.9969505071640015,1.0236545130252537,0.9257397187550418,1.0147531777381698,109742849
2020-03-18,0.9791477918624878,1.0058517965039047,0.9524437872210709,0.9613451221015432,70431535
2020-03-19,0.9969505071640015,1.0058518424510856,0.9702465013027491,0.9702465013027491,90185975
2020-03-20,0.9880491495132446,1.0147531547700739,0.9791478144276349,1.0058518196844641,67586278
